Track,Artist,Album,Album_type,Licensed,official_video
Color Esperanza 2020,Camilo,Color Esperanza 2020,single,False,False
Tattoo - Remix with Camilo,Camilo,Afrodisíaco,album,True,True
Hold Me Closer,Britney Spears,The Lockdown Sessions,album,True,True
Toxic,Britney Spears,In The Zone,album,True,True
Gimme More,Britney Spears,Blackout,album,True,True
...Baby One More Time,Britney Spears,...Baby One More Time (Digital Deluxe Version),album,True,True
Oops!...I Did It Again,Britney Spears,Oops!... I Did It Again,album,True,True
My Only Wish (This Year),Britney Spears,My Only Wish (This Year),single,False,False
Womanizer,Britney Spears,Circus (Deluxe Version),album,True,True
Circus,Britney Spears,Circus (Deluxe Version),album,True,True
Criminal,Britney Spears,Femme Fatale (Deluxe Version),album,True,True
If U Seek Amy,Britney Spears,Circus (Deluxe Version),album,True,True
Pepas,Farruko,La 167,album,True,True
Diles,Farruko,Diles,single,True,True
Si Se Da - Remix,Farruko,Si Se da Remix,single,False,True
Fantasias,Farruko,Fantasias,single,True,True
Calma - Remix,Farruko,MUNAY,album,True,True
On My Way,Farruko,World Of Walker,album,True,True
Si Me Dices Que Sí,Farruko,Si Me Dices Que Sí,single,True,True
Passion Whine,Farruko,Farruko Presents Los Menores,album,True,True
Color Esperanza 2020,Farruko,Color Esperanza 2020,single,False,False
Patio de la Cárcel - Tangos,Farruko,Quejíos de un Maleante,album,True,True
Besos Moja2,Wisin & Yandel,La Última Misión,album,True,True
Mayor Que Usted,Wisin & Yandel,Mayor Que Usted,single,True,True
Vapor,Wisin & Yandel,La Última Misión,album,True,True
Si Te Pillo,Wisin & Yandel,Si Te Pillo,single,True,True
Noche De Entierro,Wisin & Yandel,Mas Flow - Los Benjamins,album,True,True
Algo Me Gusta De Ti,Wisin & Yandel,Líderes,album,True,True
Noche De Sexo,Wisin & Yandel,Pa'l Mundo,album,True,True
Sexy Movimiento,Wisin & Yandel,"Wisin Vs Yandel ""Los Extraterrestres""",album,True,True
Si Supieras,Wisin & Yandel,Si Supieras,single,True,True
"All I Want - From ""High School Musical: The Musical: The Series""",Disney,"All I Want (From ""High School Musical: The Musical: The Series"")",single,True,True
I'll Make a Man Out of You,Disney,Mulan (Original Soundtrack),compilation,True,True
Part of Your World,Disney,The Little Mermaid Special Edition,album,True,True
If Only,Disney,Descendants (Original TV Movie Soundtrack),compilation,True,True
Under the Sea,Disney,The Little Mermaid Special Edition,album,True,True
Zero To Hero,Disney,Hercules (Original Motion Picture Soundtrack),compilation,True,True
I Won't Say (I'm In Love),Disney,Hercules (Original Motion Picture Soundtrack),compilation,False,False
A Whole New World - Remastered 2022,Disney,Walt Disney Records The Legacy Collection: Aladdin,album,True,True
Be Our Guest,Disney,Beauty And The Beast (Special Edition),compilation,False,False
Gotta Go My Own Way,Disney,High School Musical 2 (Original Soundtrack),compilation,True,True
Under The Influence,Chris Brown,Indigo (Extended),album,True,True
Superhero (Heroes & Villains) [with Future & Chris Brown],Chris Brown,HEROES & VILLAINS,album,True,True
No Guidance (feat. Drake),Chris Brown,Indigo,album,True,True
Nostálgico,Chris Brown,Nostálgico,single,False,True
Go Crazy,Chris Brown,Slime & B,album,True,True
Forever,Chris Brown,Forever,single,True,True
Wet The Bed (feat. Ludacris),Chris Brown,F.A.M.E. (Expanded Edition),album,True,True
Under The Influence (Body Language),Chris Brown,Under The Influence,single,True,True
Monalisa,Chris Brown,Monalisa,single,False,False
With You,Chris Brown,Exclusive (Expanded Edition),album,True,True
The Color Violet,Tory Lanez,Alone At Prom,album,False,False
Lavender Sunflower,Tory Lanez,Alone At Prom,album,False,False
Say It,Tory Lanez,I Told You,album,True,True
Broke In A Minute,Tory Lanez,The New Toronto 3,album,False,True
"WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne) - Remix",Tory Lanez,"WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne) [Remix]",single,True,True
Lady Of Namek,Tory Lanez,Alone At Prom,album,True,True
In For It,Tory Lanez,In For It,single,True,True
The Take (feat. Chris Brown),Tory Lanez,Chixtape 5,album,False,True
I LIKE,Tory Lanez,I LIKE,single,True,True
And This is Just The Intro,Tory Lanez,PLAYBOY,album,True,True
All I Want for Christmas Is You,Mariah Carey,Merry Christmas,album,True,True
Christmas (Baby Please Come Home),Mariah Carey,Merry Christmas,album,True,True
Fantasy,Mariah Carey,Daydream,album,True,True
Always Be My Baby,Mariah Carey,Daydream,album,True,True
We Belong Together,Mariah Carey,The Emancipation of Mimi,album,True,True
I Know What You Want (feat. Flipmode Squad),Mariah Carey,It Ain't Safe No More. . .,album,True,True
Without You,Mariah Carey,Music Box,album,True,True
Obsessed,Mariah Carey,Memoirs of an imperfect Angel,album,True,True
Hero,Mariah Carey,Music Box,album,True,True
O Holy Night,Mariah Carey,Merry Christmas,album,True,True
Mallipoo,A.R. Rahman,Vendhu Thanindhathu Kaadu (Original Motion Picture Soundtrack),single,True,True
Enna Sona,A.R. Rahman,OK Jaanu (Original Motion Picture Soundtrack),album,True,True
Param Sundari,A.R. Rahman,Mimi (Original Motion Picture Soundtrack),album,True,True
Rait Zara Si,A.R. Rahman,Atrangi Re,album,True,True
Raanjhanaa,A.R. Rahman,Raanjhanaa (Original Motion Picture Soundtrack),album,True,True
Jashn-E-Bahaaraa,A.R. Rahman,Jodhaa Akbar (Original Motion Picture Soundtrack),album,True,True
"Ponni Nadhi (From ""Ponniyin Selvan Part -1"") - Tamil",A.R. Rahman,"Ponni Nadhi (From ""Ponniyin Selvan Part -1"") [Original Motion Picture Soundtrack]",single,True,True
Ennodu Nee Irundhaal,A.R. Rahman,I (Original Motion Picture Soundtrack),album,True,True
Kun Faya Kun,A.R. Rahman,Rockstar,album,True,True
Tere Bina,A.R. Rahman,Guru (Original Motion Picture Soundtrack),album,True,True
Teil 23 - Das Geheimnis der Geisterinsel,Die drei ???,Das Geheimnis der Geisterinsel,album,False,False
Teil 10 - Das Geheimnis der Geisterinsel,Die drei ???,Das Geheimnis der Geisterinsel,album,False,False
Teil 1 - Das Geheimnis der Geisterinsel,Die drei ???,Das Geheimnis der Geisterinsel,album,False,False
Teil 4 - Das Geheimnis der Geisterinsel,Die drei ???,Das Geheimnis der Geisterinsel,album,False,False
Teil 2 - Das Geheimnis der Geisterinsel,Die drei ???,Das Geheimnis der Geisterinsel,album,False,False
Teil 3 - Das Geheimnis der Geisterinsel,Die drei ???,Das Geheimnis der Geisterinsel,album,False,False
Teil 8 - Das Geheimnis der Geisterinsel,Die drei ???,Das Geheimnis der Geisterinsel,album,False,False
Teil 5 - Das Geheimnis der Geisterinsel,Die drei ???,Das Geheimnis der Geisterinsel,album,False,False
Teil 15 - Das Geheimnis der Geisterinsel,Die drei ???,Das Geheimnis der Geisterinsel,album,False,False
Teil 7 - Das Geheimnis der Geisterinsel,Die drei ???,Das Geheimnis der Geisterinsel,album,False,False
Kesariya,Pritam,Brahmastra (Original Motion Picture Soundtrack),album,True,True
Shayad,Pritam,Love Aaj Kal (Original Motion Picture Soundtrack),album,False,True
Kabira,Pritam,Yeh Jawaani Hai Deewani,album,True,True
Tum Se Hi,Pritam,Jab We Met,album,True,True
Khairiyat,Pritam,Chhichhore,album,True,True
Tera Hone Laga Hoon,Pritam,Ajab Prem Ki Ghazab Kahani (Original Motion Picture Soundtrack),album,True,True
Deva Deva,Pritam,Brahmastra (Original Motion Picture Soundtrack),album,True,True
Raabta,Pritam,Agent Vinod,album,True,True
Kalank (Title Track),Pritam,Kalank (Original Motion Picture Soundtrack),album,True,True
Bhool Bhulaiyaa 2 Title Track,Pritam,Bhool Bhulaiyaa 2,album,True,True
Saibo,Shreya Ghoshal,Shor in the City (Original Motion Picture Soundtrack),album,True,True
Pal,Shreya Ghoshal,Pal,single,True,True
Rasiya,Shreya Ghoshal,Brahmastra (Original Motion Picture Soundtrack),album,True,True
Param Sundari,Shreya Ghoshal,Mimi (Original Motion Picture Soundtrack),album,True,True
Hasi - Female Version,Shreya Ghoshal,Hamari Adhuri Kahani (Original Motion Picture Soundtrack),album,True,True
Munbe Vaa,Shreya Ghoshal,Silunu Oru Kadhal,album,False,False
Tujh Mein Rab Dikhta Hai - Ii,Shreya Ghoshal,Rab Ne Bana Di Jodi (Original),album,False,False
Main Agar Kahoon,Shreya Ghoshal,Soulful Sonu Nigam Specials,compilation,True,True
Piya O Re Piya,Shreya Ghoshal,Tere Naal Love Ho Gaya (Original Motion Picture Soundtrack),album,False,False
Samjhawan,Shreya Ghoshal,Samjhawan,single,False,False
"Another Brick in the Wall, Pt. 2",Pink Floyd,The Wall,album,True,True
Wish You Were Here,Pink Floyd,Wish You Were Here,album,False,False
The Great Gig in the Sky,Pink Floyd,The Dark Side of the Moon,album,True,True
Comfortably Numb,Pink Floyd,The Wall,album,False,False
Money,Pink Floyd,The Dark Side of the Moon,album,True,True
Breathe (In the Air),Pink Floyd,The Dark Side of the Moon,album,True,True
Time,Pink Floyd,The Dark Side of the Moon,album,False,False
Hey You,Pink Floyd,The Wall,album,False,False
Brain Damage,Pink Floyd,The Dark Side of the Moon,album,False,False
Us and Them,Pink Floyd,The Dark Side of the Moon,album,False,False
Chop Suey!,System Of A Down,Toxicity,album,True,True
Toxicity,System Of A Down,Toxicity,album,True,True
Lonely Day,System Of A Down,Hypnotize,album,True,True
Aerials,System Of A Down,Toxicity,album,True,True
B.Y.O.B.,System Of A Down,Mezmerize,album,True,True
Sugar,System Of A Down,System Of A Down,album,True,True
Violent Pornography,System Of A Down,Mezmerize,album,False,False
Hypnotize,System Of A Down,Hypnotize,album,True,True
Spiders,System Of A Down,System Of A Down,album,True,True
Prison Song,System Of A Down,Toxicity,album,False,False
Basket Case,Green Day,Dookie,album,True,True
American Idiot,Green Day,American Idiot,album,True,True
Good Riddance (Time of Your Life),Green Day,Nimrod,album,True,True
Wake Me up When September Ends,Green Day,American Idiot,album,True,True
Boulevard of Broken Dreams,Green Day,Greatest Hits: God's Favorite Band,compilation,True,True
When I Come Around,Green Day,Dookie,album,True,True
21 Guns,Green Day,21st Century Breakdown,album,True,True
Holiday,Green Day,Greatest Hits: God's Favorite Band,compilation,True,True
Holiday / Boulevard of Broken Dreams,Green Day,American Idiot,album,False,False
Brain Stew,Green Day,Insomniac,album,True,True
Experience,Ludovico Einaudi,In A Time Lapse,album,True,True
Nuvole Bianche,Ludovico Einaudi,Una Mattina,album,True,True
Una Mattina,Ludovico Einaudi,Una Mattina,album,False,False
The Tree,Ludovico Einaudi,Moments of Peace,album,True,True
Wind Song,Ludovico Einaudi,Underwater,album,True,True
Luminous,Ludovico Einaudi,Underwater,album,False,True
Temple White,Ludovico Einaudi,Underwater,album,True,True
Natural Light,Ludovico Einaudi,Underwater,album,True,True
Primavera,Ludovico Einaudi,Divenire (Deluxe Edition),album,False,False
Rolling Like A Ball,Ludovico Einaudi,Underwater,album,True,True
Supermassive Black Hole,Muse,Black Holes and Revelations,album,True,True
Uprising,Muse,The Resistance,album,True,True
Starlight,Muse,Black Holes and Revelations,album,True,True
Hysteria,Muse,Absolution,album,True,True
Knights of Cydonia,Muse,Black Holes and Revelations,album,True,True
Time is Running Out,Muse,Absolution,album,True,True
Madness,Muse,The 2nd Law,album,True,True
Psycho,Muse,Drones,album,True,True
Plug in Baby,Muse,Origin of Symmetry,album,True,True
Undisclosed Desires,Muse,The Resistance,album,True,True
Dream On,Aerosmith,Aerosmith,album,False,False
Crazy,Aerosmith,Get A Grip,album,True,True
"I Don't Want To Miss A Thing - From ""Armageddon"" Soundtrack",Aerosmith,I Don't Want To Miss A Thing EP,single,True,True
Cryin',Aerosmith,Get A Grip,album,True,True
Walk This Way,Aerosmith,Toys In The Attic,album,True,True
Dude (Looks Like A Lady),Aerosmith,Permanent Vacation,album,True,True
Sweet Emotion,Aerosmith,Toys In The Attic,album,True,True
Amazing,Aerosmith,Get A Grip,album,True,True
Rag Doll,Aerosmith,Permanent Vacation,album,True,True
Janie's Got A Gun,Aerosmith,Big Ones,compilation,True,True
Duality,Slipknot,Vol. 3: The Subliminal Verses,album,True,True
Before I Forget,Slipknot,Vol. 3: The Subliminal Verses,album,True,True
Psychosocial,Slipknot,All Hope Is Gone (10th Anniversary),album,True,True
Custer,Slipknot,.5: The Gray Chapter (Special Edition),album,True,True
Wait and Bleed,Slipknot,Slipknot,album,True,True
Unsainted,Slipknot,We Are Not Your Kind,album,True,True
The Devil in I,Slipknot,.5: The Gray Chapter (Special Edition),album,True,True
Snuff,Slipknot,All Hope Is Gone (10th Anniversary),album,True,True
The Dying Song (Time To Sing),Slipknot,"The End, So Far",album,True,True
"Vermilion, Pt. 2",Slipknot,Vol. 3: The Subliminal Verses,album,True,True
Wonderwall - Remastered,Oasis,(What's The Story) Morning Glory? (Deluxe Remastered Edition),album,True,True
Don't Look Back In Anger - Remastered,Oasis,(What's The Story) Morning Glory? (Deluxe Remastered Edition),album,True,True
Stop Crying Your Heart Out,Oasis,Heathen Chemistry,album,True,True
Champagne Supernova - Remastered,Oasis,(What's The Story) Morning Glory? (Deluxe Remastered Edition),album,True,True
Live Forever - Remastered,Oasis,Definitely Maybe (Deluxe Edition Remastered),album,True,True
Supersonic - Remastered,Oasis,Definitely Maybe (Deluxe Edition Remastered),album,True,True
She's Electric - Remastered,Oasis,(What's The Story) Morning Glory? (Deluxe Remastered Edition),album,True,True
Half The World Away - Remastered,Oasis,Definitely Maybe (Deluxe Edition Remastered),album,True,True
Stand By Me - Remastered,Oasis,Be Here Now (Deluxe Remastered Edition),album,True,True
Songbird,Oasis,Heathen Chemistry,album,True,True
"Paint It, Black",The Rolling Stones,Aftermath,album,True,True
Start Me Up - Remastered 2009,The Rolling Stones,Tattoo You (2009 Re-Mastered),album,False,True
(I Can't Get No) Satisfaction - Mono Version,The Rolling Stones,Out Of Our Heads,album,True,True
Gimme Shelter,The Rolling Stones,Let It Bleed,album,True,True
Sympathy For The Devil - 50th Anniversary Edition,The Rolling Stones,Beggars Banquet (50th Anniversary Edition),album,True,True
Beast Of Burden - Remastered 1994,The Rolling Stones,Some Girls,album,True,True
Angie,The Rolling Stones,Goats Head Soup (Remastered 2009),album,False,True
Wild Horses - 2009 Mix,The Rolling Stones,Sticky Fingers (Remastered),album,True,True
Miss You - Remastered,The Rolling Stones,Some Girls,album,False,True
You Can't Always Get What You Want,The Rolling Stones,Let It Bleed,album,True,True
Cornfield Chase,Hans Zimmer,Interstellar (Original Motion Picture Soundtrack) [Expanded Edition],album,False,False
Time,Hans Zimmer,Inception (Music from the Motion Picture),album,True,True
Main Titles (You’ve Been Called Back to Top Gun),Hans Zimmer,Top Gun: Maverick (Music From The Motion Picture),album,False,False
Day One (Interstellar Theme),Hans Zimmer,Interstellar (Original Motion Picture Soundtrack) [Expanded Edition],album,False,False
S.T.A.Y.,Hans Zimmer,Interstellar (Original Motion Picture Soundtrack) [Expanded Edition],album,True,True
Top Gun Anthem,Hans Zimmer,Top Gun: Maverick (Music From The Motion Picture),album,False,False
Mountains,Hans Zimmer,Interstellar (Original Motion Picture Soundtrack) [Expanded Edition],album,False,False
"This Land - From ""The Lion King""/Score",Hans Zimmer,The Lion King,compilation,False,False
Chevaliers De Sangreal - From The Da Vinci Code Original Motion Picture Soundtrack,Hans Zimmer,The Da Vinci Code,album,False,False
First Step,Hans Zimmer,Interstellar (Original Motion Picture Soundtrack) [Expanded Edition],album,False,False
Change (In the House of Flies),Deftones,White Pony,album,True,True
My Own Summer (Shove It),Deftones,Around the Fur,album,True,True
Be Quiet and Drive (Far Away),Deftones,Around the Fur,album,True,True
Sextape,Deftones,Diamond Eyes,album,True,True
Cherry Waves,Deftones,Saturday Night Wrist,album,False,False
Rosemary,Deftones,Koi No Yokan,album,False,False
Mascara,Deftones,Around the Fur,album,False,False
7 Words,Deftones,Adrenaline,album,True,True
Digital Bath,Deftones,White Pony,album,True,True
Around the Fur,Deftones,Around the Fur,album,True,True
All The Small Things,blink-182,Enema Of The State,album,True,True
What's My Age Again?,blink-182,Enema Of The State,album,True,True
I Miss You,blink-182,blink-182,album,True,True
First Date,blink-182,Take Off Your Pants And Jacket,album,True,True
EDGING,blink-182,EDGING,single,True,True
Adam's Song,blink-182,Enema Of The State,album,True,True
The Rock Show,blink-182,Take Off Your Pants And Jacket,album,True,True
Feeling This,blink-182,blink-182,album,True,True
Dammit,blink-182,Dude Ranch,album,True,True
Stay Together For The Kids,blink-182,Take Off Your Pants And Jacket,album,True,True
Could You Be Loved,Bob Marley & The Wailers,Uprising,album,False,False
Three Little Birds,Bob Marley & The Wailers,Exodus,album,True,True
Is This Love,Bob Marley & The Wailers,Kaya,album,False,False
Jamming,Bob Marley & The Wailers,Exodus,album,True,True
Buffalo Soldier,Bob Marley & The Wailers,Confrontation,album,True,True
One Love / People Get Ready - Medley,Bob Marley & The Wailers,Exodus,album,True,True
Redemption Song,Bob Marley & The Wailers,Uprising,album,True,True
Waiting In Vain,Bob Marley & The Wailers,Exodus,album,True,True
Natural Mystic,Bob Marley & The Wailers,Exodus,album,True,True
"No Woman, No Cry - Live At The Lyceum, London/1975",Bob Marley & The Wailers,Live!,album,False,False
Starman - 2012 Remaster,David Bowie,The Rise and Fall of Ziggy Stardust and the Spiders from Mars (2012 Remaster),album,True,True
Heroes - 2017 Remaster,David Bowie,"""Heroes"" (2017 Remaster)",album,True,True
Rebel Rebel - 2016 Remaster,David Bowie,Diamond Dogs (2016 Remaster),album,True,True
Space Oddity - 2015 Remaster,David Bowie,David Bowie (aka Space Oddity) [2015 Remaster],album,True,True
Life on Mars? - 2015 Remaster,David Bowie,Hunky Dory (2015 Remaster),album,True,True
Let's Dance - 2018 Remaster,David Bowie,Let's Dance (2018 Remaster),album,True,True
Modern Love - 2018 Remaster,David Bowie,Let's Dance (2018 Remaster),album,True,True
Changes - 2015 Remaster,David Bowie,Hunky Dory (2015 Remaster),album,True,True
Moonage Daydream - 2012 Remaster,David Bowie,The Rise and Fall of Ziggy Stardust and the Spiders from Mars (2012 Remaster),album,True,True
